algo,n,run,time_s
blocked,128,1,0.12363570000161417
blocked,128,2,0.13043610000022454
blocked,128,3,0.13165260000096168
blocked,128,4,0.12611460000334773
blocked,128,5,0.13246480000088923
blocked,256,1,1.3737880000044242
blocked,256,2,1.5254015999962576
blocked,256,3,1.4144238000008045
blocked,256,4,1.518823500002327
blocked,256,5,1.185913299996173
