algo,n,run,time_s
blocked,256,1,1.96152150000853
blocked,256,2,1.8477483000024222
blocked,256,3,1.9311459000018658
blocked,256,4,1.905812800003332
blocked,256,5,2.6951469000050565
blocked,512,1,28.665435000002617
blocked,512,2,38.99605610000435
blocked,512,3,31.32076459999371
blocked,512,4,29.69691279999097
blocked,512,5,31.18342250000569
